ID,title,type,message,Class,Sub 1,Sub 2,Sub 3,Sub 4,Sub 5
82042,Alicia Keys was honored for her human rights work. And her speech was lit.,post,Well Alicia is cool but the only bad thing that comes from the liberal elites is they say one thing and do exactly the opposite..they are the most hypocritical of all..,Hateful,Towards wealthy people,Politics,,,
89386,Arm yourself with information. Here are 4 important facts about white hate in America.,post,"Non-racist white people, we love you guys. We love playing Halo and Call of Duty with you guys, we love listening to Disturbed and Old school Eminem with you guys, we love drinking bitter beers and smoking fat blunts with you guys, we love working overtime to make ends meet with you guys, we love going to baseball games with you  guys, we love comparing lives and continuing to break down the transparent barrier between us! Soon we will be closer to being one race and we can contiue to share culture with one another and even create some new culture as well. Rich elites want to separate us so they can continue to pick our pockets. Let's unite and take down the bastards!!!",Hateful,Towards wealthy people,Accusations,,,
102019,You hear about refugees drowning in the sea. This is what it looks like.,post,All because the western elites decided they wanted to murder and destroy countries for they're own gains... people wake up. Our puppet countries are what causing this!,Hateful,Towards wealthy people,Accusations,,,
123292,Ashton Kutcher delivered a tear-jerking testimony to the Senate.,post,"Just investigate what ""Pizza Gate"" means, all the nasty elite involved worldwide performing such crimes... The Podesta emails...!!! The Clinton's... ughhhh...!!! There is plenty information about their barbarities... :'(",Hateful,Towards wealthy people,Accusations,,,
66159,This young woman is fasting for the first time to show her support for her Muslim friends.,post,"She said, she doesn't have the spirtuality behind fasting, that is why she wants to try it. Well let me say, she is not a Christian then, because True Christians fast as Jesus fasted and we are to be his followers and he is our example. What a world of idiots, living in denial people we have.",Hateful,Behavior,Humiliation,,,
132181,This lawmaker fought back tears as his coworkers pushed to make it easier to deport undocumented immigrants.,post,"Those that are Anti-Immigrants, legal, or illegal will be on the wrong side of history. You are blinded by the games of the Wealthy White Elites. They do not care about you, or us. You can sit there, and beg for your bisquits, and crumbs like a lapdog, but the only way for us to have a chance is to come together like a balled up fist, and punch the 1% where it hurts em. Their pockets. Their irresponsible spending, and tax breaks are stretching the middle, and lower class thin...",Hateful,Towards wealthy people,Humiliation,,,
141930,It's been five years since a NATO coalition helped bring down long-time Libyan leader Muammar Gaddafi.,post,Oil...it all leads back to oil. It ALWAYS ends up being about oil... It's sickening how the elite battle for oil and money with the lives of those born less fortunate.,Hateful,Towards wealthy people,,,,
145699,"“Will I die, miss? Will I die?” This child in Syria was a victim of chlorine gas attack.",post,Wars are created from greed & we ALL KNOW WHO are the greediest people on this Planet right? They belong to an elite group which we call Governments!,Hateful,Towards wealthy people,Politics,Accusations,,
155944,"The Muslim imam and Christian priest from Amazon's viral ad? Turns out, they're friends in real life.",post,Let's not let the vile/greedy elite/illuminati divide us for their control....we are all the human race no matter what the colour of our skin is or what faith a person has :),Hateful,Towards wealthy people,,,,
156338,"Police stopped #NoDAPL activists from reaching sacred burial sites – with rubber bullets, tear gas and pepper spray.",post,"How sad are we as human beings? Where we live in a world that is self-sustainable with solar energy, we have the power to harness this energy through everything, cars, home, to cook and yet the elite prefer to drill our earth, destroying our environment, create emissions and charge us for energy that should be available to all of us and keep ups off the grid but yet we are slaves to them and they themselves know it’s the worst option but they rather get rich than improve humanity, we have our days counted, believe me you.",Hateful,Towards wealthy people,Accusations,,,
185341,Leo just threw shade at Trump – and all climate-denying politicians.,post,"This coming from Hollywood and political elites that fly around on privet jets drive expensive cars and live in massive house all of which adds to ""climate change"" these people are the most hypocritical people on earth!",Hateful,Towards wealthy people,Accusations,,,
196511,Happy Monday from Syria: This bleeding little girl cries for her dad after airstrikes hit her house.,post,We are doing this. Not Russia. We are air striking children. We are even painting the planes to look Russian. Assad wouldn't accept U.S. Federal Reserve $$$ anymore. Same as Hussein & Gaddafi. So the elite will once again secure wealth with the blood of Americans.,Hateful,Towards wealthy people,Accusations,,,
16403,Syrian Refugees Find A Home In The U.S.,video,It is like finding refuge in house of your murderer. American is at the root of this evil.,Hateful,Specific nation(s),,,,
77604,"This Texan stood outside of a mosque with a sign, and his message went viral.",post,Maybe Americans should wake up. These are the beliefs that made America great around the world. The idiots going around yelling make America great again don't realize they were never part of the people that made America great in the first place.,Hateful,Behavior,Humiliation,,,
93042,Blatant Racism At Red Bull Sports Event In Russia?,video,"There is almost no racism as there are almost no blacks. Those foorball fans are just stupid idiot copycats who try to imitate cultural referense from the west, so blame Hollywood, not Putin.",Hateful,Behavior,,,,
266043,"While you're celebrating Thanksgiving, Native Americans are fighting a cold, bloody battle against the Dakota Access pipeline. #NoDAPL",post,Where is the president!!! They are protecting the water supply! There is nothing wrong with peaceful protesting!! And guess what these people were here first before the Europeans ruined everything and took their land and killed their people!!!! This is just so wrong!!!! The way they treat the native Americans is a disgrace! This country should be ashamed of themselves!!!!,Hateful,Specific nation(s),Accusations,,,
9434,"“I'm the one giving orders. Leave.”

French police clashed with a refugee after dismantling the camp where she was living.",post,"Right, wait for such a refugee to blow another french street-up.... those refugees must be nothing less than thankful for the french goverrnment to let them in, just because their islamic-Sharia based nations were defunct due to their own choices. IT's shameful that these people backstab nations where they are given place to live. Burka is banned in France and they have reasons for that. What is AJ's intention behind this video, are they provoking their ISIS brothers for another attack of France? Where is you liberal voice when people from other lands are denied access to their own passport in arab countries? Bloody terrorists..",Hateful,Xenophobia,Terrorism,,,
9435,"“I'm the one giving orders. Leave.”

French police clashed with a refugee after dismantling the camp where she was living.",post,"Its france go back to your own country. If black police in south africa can do this to local people in S.A then good on france. Its your right to be ""racist"" multi culture does not work!! refugees wants to force everyone to change according to what ever they want. Get them out there",Hateful,Xenophobia,,,,
9497,"“I'm the one giving orders. Leave.”

French police clashed with a refugee after dismantling the camp where she was living.",post,"Sorry If I was that police, I will kick her out. Did you guys know how many people were killed since the refugees move in to French ? They can't give more mercy to refugees, don't excuse. And sorry I have to protect my citizen.",Hateful,Xenophobia,,,,
9506,"“I'm the one giving orders. Leave.”

French police clashed with a refugee after dismantling the camp where she was living.",post,"If all of you don't like something, get your asses up and go back to your country. Nobody wants you there anyways!!! I feel bad for all the French people including Police. All those animals ruined the country and ruining the rest of Europe.",Hateful,Xenophobia,,,,
16336,Syrian Refugees Find A Home In The U.S.,video,"Go back -get the hell out of,the US!",Hateful,Xenophobia,,,,
16337,Syrian Refugees Find A Home In The U.S.,video,"Damn, this country is going to hell in a hand basket...we're actually having these assassins cone here cuz they can't fix shit in their country? Check this, thanks to the ""new"" administration...
We're going to make America great again.",Hateful,Xenophobia,Accusations,,,
305136,Police Unions Boycott Quentin Tarantino Movies After Protest,video,He must hate so much because he's so ugly. He looks like a rat. Wonder if he's ever been laid??,Hateful,Towards law enforcement,Behavior,,,
16340,Syrian Refugees Find A Home In The U.S.,video,Muslims and people with low iq's actually breed at a higher rate. I dont want these disgusting people in my country. They will out breed us and implement sharia law,Hateful,Xenophobia,Humiliation,,,
16355,Syrian Refugees Find A Home In The U.S.,video,"She claims *"" I MISS EVERYTHING ""*  ....That is enough reason to send her BACK.",Hateful,Xenophobia,,,,
16368,Syrian Refugees Find A Home In The U.S.,video,Go home,Hateful,Xenophobia,,,,
16372,Syrian Refugees Find A Home In The U.S.,video,Great NOW GET THEM THE FUCK OUT OF HERE!!!!,Hateful,Xenophobia,,,,
16373,Syrian Refugees Find A Home In The U.S.,video,Stupid syrians. go back to your country,Hateful,Xenophobia,Humiliation,,,
16384,Syrian Refugees Find A Home In The U.S.,video,Muslim refugees be like now I can rape white women and get a free stuff,Hateful,Xenophobia,Accusations,,,
16386,Syrian Refugees Find A Home In The U.S.,video,"return to Syria if things go well? :D Think again. These people are as naive as I supposed. They don't know the dynamics of war in muslim countries. Muslims are evil fiends they hate others and one another. Nothing can go well. Their countries are eternal refugee factories. Almost all of the refugees Europe got in the past 40 years are from Islam. Time to deport most of them. anyway they are 99% men coming here. We don't need that don't we? We don't need 99% preachers of Koran telling Europeans what a moral life should mean and our women to wear a burka or get raped, beaten and killed!  Most of them deal drugs, run thief gangs, commit crimes, murder force women into prostitution. Don't believe me? Ask the Swedes, ask the British, ask the French, ask the Belgians, ask the Dutch, ask the Italians, ask the Austrians, as the Spanish Youtube is full of muslim drug pushers and criminals. Women are all covered and don't work don't speak the language. What a mess!! Shed your demonic faith or get the hell out of our countries! Your hands are covered with the blood of christians you scum!",Hateful,Xenophobia,Accusations,,,
276443,This white police officer yanked on the dreadlocks of a handcuffed black man.,post,"The guy was driving drunk, got into a high speed chase and nearly ran into a cop car. And you're mad that the cop pulled on his hair and called him stupid? Wow! There really are some stupid people. Yea he pulled on his hair and he's white, must be racist too. GTFO pathetic.",Hateful,Behavior,,,,
16409,Syrian Refugees Find A Home In The U.S.,video,SEND THEM ALL TO NORTH KOREA!!! THEY WILL FORGET ABOUT ALLAH IN 2.5 SECONDS!!!,Hateful,Xenophobia,,,,
2839,Chicago School Teacher Bullied And Tormented By Students,video,"Those kids are pieces of shit. Quit listening to sissy liberals. If this happens in the future, the resource officer should come in grab the little shits by the ears and drag em out of the room straight to the detention center. When their shitty retarded parents mouth off, you slap the cuffs on them and take em to jail for being a piece of shit too.",Hateful,Politics,Humiliation,,,
305144,Police Unions Boycott Quentin Tarantino Movies After Protest,video,"So his opinion will somehow cause the death of more cops, because his opinion makes them bigger targets. Sounds like an excuse to murder more innocent people......FUCK DA POLICE.",Hateful,Towards law enforcement,,,,
305150,Police Unions Boycott Quentin Tarantino Movies After Protest,video,simple... #FuckThePolice,Hateful,Towards law enforcement,,,,
305155,Police Unions Boycott Quentin Tarantino Movies After Protest,video,Boycott he doesn't support the Dirty Cop Association so fuck him xP.............................................,Hateful,Towards law enforcement,,,,
305160,Police Unions Boycott Quentin Tarantino Movies After Protest,video,"Yes. I will still watch it. Fuck them! We are more than them. If they don't like the truth, then they need to work on how they handle themselves. The poor image of the police was not created out of thin air. They did it to themselves.",Hateful,Towards law enforcement,,,,
6725,"What would Mark Zuckerberg and Shah Rukh Khan look like if they were shot in the face by pellet guns in Kashmir?

Correction: Pellet guns are being used in Kashmir by the Central Reserve Police Force, and not the Indian army. A spokesperson for the Indian army has said they back the use of pellet guns as the “least lethal” option.",post,"All the government's across the world are disgusting dont matter where you're at, is seems like only the wrong people are in power everywhere, I believe not any man is fit to rule or govern over another man, for in the moment he becomes a leader or given authority he is no longer fit to lead any man who's heart desires to lead is actually the least indicated to hold such a position of power.",Hateful,Politics,,,,
4231,These are the police officers lost in the Dallas shooting.,post,"Show the complaints list on the officers,  when they shot the innocent man that didn't have a criminal background they made one up by saying he was a robbery suspect. Again I'll say, no such thing as good cops. Good cops are PUBLIC servants, not govt servants. Safety of the public is in jeopardy by a single order from these terrorists",Hateful,Towards law enforcement,Terrorism,,,
4318,These are the police officers lost in the Dallas shooting.,post,"What a lot of people don't seem to see is the fact those officers were as bad as the officers who did these disgusting racially motivated killings because by not saying anything they were condoning it, I feel for the dead officers families but not for them and you will never in your life time see any mainstream media source in this day and age make a video like that to honor all the dead black people that were killed by the gang known as the NYPD",Hateful,Towards law enforcement,Accusations,,,
4329,These are the police officers lost in the Dallas shooting.,post,"because of 2 cops of different people shot innocent people for no reason, then these innocent cops got killed because of them. I blame those corrupted cops. this is preach and instant karma. they need sympathy, the citizen give. but when the citizen need sympathy, they don't give a f*ck. they only know how to lock people and pump bullets. however, lets take the good side of this incident and pray for the loss of them. not all police officer are awful but these humans are heroes too.",Hateful,Towards law enforcement,Accusations,,,
4353,These are the police officers lost in the Dallas shooting.,post,"I know this is sad . But this is no bigger deal than ANYONE else's lives being cut down in murder. The uniform does not make them any more special that others!!!! These police officers are part of an establishment which is corrupt, racist and fucking brutal! Even if they were the right side of the law, their colleagues and many other aren't and that's why the lost their lives. Its awful that this has happened and it's also awful the many other that have also been murdered.",Hateful,Towards law enforcement,Politics,Accusations,,
12470,This mother told police her son was assaulted. The officer then wrestled her to the ground and arrested her.,post,"This cop is a disgusting pig of a coward and has no place in law enforcement, let alone in a blue uniform that promises to serve and protect.",Hateful,Towards law enforcement,Humiliation,,,
12479,This mother told police her son was assaulted. The officer then wrestled her to the ground and arrested her.,post,"WHATEVER happened before this video, that (good for nothing) police officer's response of ""Why not?"" alone is more than enough evidence of his stupidity.",Hateful,Towards law enforcement,Humiliation,,,
12487,This mother told police her son was assaulted. The officer then wrestled her to the ground and arrested her.,post,"The pig actually said ""why not"" after the mother said the man should not have assaulted her 7 year old son...OMG. What the fuk is there to investigate? Let the ladies free and charge the pigs and the guy who assaulted a 7 year old child.",Hateful,Towards law enforcement,,,,
12490,This mother told police her son was assaulted. The officer then wrestled her to the ground and arrested her.,post,This is why 5 cops were murdered in the streets of Dallas. This will continue to happen until these rogue officers are held accountable.  Sad that truly decent cops will pay the ultimate price for these low life racist pigs! Citizens are getting fed up!,Hateful,Towards law enforcement,,,,
12496,This mother told police her son was assaulted. The officer then wrestled her to the ground and arrested her.,post,WTF needs to be investigated? The video clearly proves that cop is in the frigging wrong! And restricted duty WTF does that even mean? That prick needs to be fired but not before receiving an ass whooping from that mother and her daughter.,Hateful,Towards law enforcement,,,,
12528,This mother told police her son was assaulted. The officer then wrestled her to the ground and arrested her.,post,"Cops in Texas are retarded, most of them are thugs with badges ! Racist as hell and can barely do their jobs ,without violating a citizens rights. I feel sorry for any american that drives through Texas, especially if you do not know your rights ! Be prepared to pay out of your ass, for one speeding ticket 2000, in fines. Money hungry cocksuckers will find anything they can, to get you caught up in their bullshit !!",Hateful,Towards law enforcement,Accusations,,,
16354,Syrian Refugees Find A Home In The U.S.,video,damn all the butthurt right wingers up in here...,Hateful,Politics,,,,
12529,This mother told police her son was assaulted. The officer then wrestled her to the ground and arrested her.,post,That's why  cop are paying for what stupid racist cops are doing  and they still keep doing it.  But justice will be served sooner or later 👌🏻,Hateful,Towards law enforcement,Humiliation,,,
13304,An autistic 6-year-old boy was accidentally shot and killed by police.,post,"I believe there was a video going around recently of police shooting an unarmed autistic man as well... I can't remember the details but this is disgusting... black, white, purple, it doesn't matter, these police officers should ROT for this...",Hateful,Towards law enforcement,,,,
2823,Chicago School Teacher Bullied And Tormented By Students,video,"Blacks don't want to admit it, but they have allowed their culture to ruin their young people into violent hooligans. This asshole will go on to rob and maybe even kill. Face it, blacks are profiled for a reason.",Hateful,Racist towards black,Accusations,,,
2827,Chicago School Teacher Bullied And Tormented By Students,video,This is why people with Autism or Down syndrome should be killed.,Hateful,Promoting violence,Promoting violence,,,
2829,Chicago School Teacher Bullied And Tormented By Students,video,"is always the blacks , black Americans want to kill and rape white, asian and latino women because they are educated from an early age that violence towards women is ok just like that baboons in this video",Hateful,Racist towards black,,,,
15802,Dallas is in shock after snipers killed at least 4 police officers.,post,We can't focus on just Dallas police officers. Because the police officers have been too busy committing murder. Karma is heavy.,Hateful,Towards law enforcement,Accusations,,,
2891,Chicago School Teacher Bullied And Tormented By Students,video,"Not just kids of color who act like this. Those white kids do the same stupid shit. 
America has made all these kids feel entitled. Dont spank em, and everyone is a winner. 
No wonder the USA is the way it is, and with these kids coming up, it will only get worse.",Hateful,Racist towards white,,,,
4359,These are the police officers lost in the Dallas shooting.,post,I don't care about these people ... I only care when the black people who are killed daily by cops are also humanised. They too have wives and kids and most are just normal citizens. I have no sympathy for white cops.,Hateful,Racist towards white,,,,
1751,Pakistani Social Media Celebrity Killed By Her Brother,video,"Muslims LOVE killing people. But they also LOVE lying, as as they love quoting verse 5:32 of the Qu'ran, and even then it's often misquoted as certain key phrases are edited out.  But let's quote verse 5:33 instead, yes the verse right after 5:32. It says: *""The punishment of those who wage war against Allah and His Messenger, and strive with might and main for mischief through the land is: execution, or crucifixion, or the cutting off of hands and feet from opposite sides, or exile from the land: that is their disgrace in this world, and a heavy punishment is theirs in the Hereafter;*

To a Muslim just about anyone, even your sister or your daughter, and especially any non-Muslim is punishable by death, and that is what we are seeing over and over and over again from Muslims even in the year 2016. Islam and other religions have no place in the modern world.",Hateful,Towards Islam,,,,
2660,This TV show thought the best way to deal with domestic violence was ... makeup.,post,"While seeing only female comments up here id like to say that any man who strikes a woman or a girl, any being who takes advantage of his naturally higher physical or mental strength over another creature is by definition an abomination, an incompetant being, a sick existence that needs to be treated and isolated from the community until further notice. It is never a solution to cover realities with makeup or clothing.. otherwise his actions will encourage similarly sick people to do the same",Hateful,Gender,Humiliation,,,
2819,Chicago School Teacher Bullied And Tormented By Students,video,The kid needs go on beyond scared straight and get his ass screwed!,Hateful,Promoting violence,Specific person,,,
16329,Syrian Refugees Find A Home In The U.S.,video,TO ALL..... THE REASON COUNTRIES ARE BEING FLOODED BY SATANIC WORSHIPPING MUSLIMS HINDU'S ETC. IS SO IN A FEW WE WILL BE OUT NUMBERED. THEN CIVIL WAR3 BEGINS. MARTIAL LAW. FOOD SHORTAGE. THEN CHIP TO EAT OR FEMA DEATH. THANK YOU MY NONSHEEPLE PPL. YESHUA LOVES US ALL. AMEN,Hateful,Towards Islam,,,,
16404,Syrian Refugees Find A Home In The U.S.,video,"We. Do. Not. Want. Your. Insane. Religion. Coming. Here.  Drop the Islam, act like a normal human being with free will and thought, and you can come here.  Why the fuck would you want to come here otherwise?",Hateful,Towards Islam,,,,
129986,Black Friday Shopping Trap \u2013 Are You Falling Into It?,video,"People are idiots, consuming to fill an infallible hole in there life, and it's not even consumemass day I wonder if Jesus likes people spending his birthday in debt and consuming to much of everything, well that is what he was preaching, gluttony and consumerism, just remember this ""infinite growth on a finite planet"" where does that logically leave us in the future, I hope ww3 starts soon and someone presses the reset button before we suck earth dry and us left without a home, or is it the elites plan to consume this planet then turn mars into a shopping mall and consume that planet too, ""humanity is a Parasite sucking the host dry then moving on""",Hateful,Behavior,,,,
1750,Pakistani Social Media Celebrity Killed By Her Brother,video,"She did not wear the wail of slavery, so small men had to kill her, small and disgusting men! freedom and equality for all in this world.",Hateful,Specific person,Humiliation,,,
60849,"Turban, eh! People are wearing turbans to show love to the Canadian Sikh community.",post,"Maybe we would live in our countries, if you racist, xenophobic imbeciles stopped supporting the pro-imperialist capitalist system that deprives countries of its resources while enriching their own economies at the expense of impoverishing third-world countries. Oh and by the way, the U.S. and Canada were multicultural nations from their very foundation, if you are looking for ethno-cultural homogeneity, you're in the wrong country.",Hateful,Behavior,Politics,Humiliation,,
4611,President Obama had a lot to say about racial disparity in the U.S. justice system after the shootings of #PhilandoCastile and #AltonSterling.,post,"To all you idiots who are trying to compare black on black crime to cops killing blacks, please stop. You look stupid trying to make a comparison between the two because they have nothing to do with each other. My tax dollars aren't spent on people in the streets to protect me. My tax dollars are used for the police to protect me. 

And furthermore, black on black crime is no different than white on white crime. People try and use black on black crime like its something out of the norm. White people kill just as many white people as blacks kill blacks. The media won't tell you that though. Crimes that happen within the same race are always higher because the communities in which they take place are primarily made up of the same race of people. It doesn't take a rocket scientist to figure it out.",Hateful,Behavior,Humiliation,,,
2828,Chicago School Teacher Bullied And Tormented By Students,video,can somebody please slam that asshole across the room...,Hateful,Specific person,Promoting violence,,,
2862,Chicago School Teacher Bullied And Tormented By Students,video,I would be in jail for murder.,Hateful,Specific person,Promoting violence,,,
2887,Chicago School Teacher Bullied And Tormented By Students,video,thats why we need strongs teacher i would back hand that bastard,Hateful,Specific person,Promoting violence,,,
2888,Chicago School Teacher Bullied And Tormented By Students,video,I would punch that motherfucker in the nose.﻿,Hateful,Specific person,Promoting violence,,,
19780,,post,"This is really disgusting! I feel ashamed of human beings like this one. Why do they have to be so ignorant and selfish?! Why can't they use their brain and realize we are all the same, with the same needs, same lives, same rights! We have to fight them. Whenever I see or hear racism i step out against them, i'll always do it! It's the same story here in Italy, racists everywhere!",Hateful,Humanity,,,,
18342,This is the moment a rescue volunteer breaks down in tears after pulling a Syrian baby girl from the rubble.,post,"If you think the murder of 10,000 children is a necesassy evil or for the greater good then you are no better than a child murderer yourself....the same fuckwits that sit back and say things like ""well that's just part of war"" yet have never spent 5 mins in a war torn country...you are a massive part of the problem.",Hateful,Behavior,,,,
14634,It took an image of a child covered in blood and dirt after an airstrike to get you to care about Syria again.,post,"As a Syrian, each video about my fellow Syrians tears my heart apart, and floods my eyes with tears. It breaks my heart to see my country go from the 4th safest country in the world, to the most dangerous. Women men and children went out and about where ever and when ever they pleased without worrying about a thing, business was perfect, families were together, and happiness was unavoidable... And now my people are being washed on the shores of other countries. Millions are internally displaced in Syria, over 6 million are scattered around the world and about half a million have died... My country was so safe, so beautiful, culturally and religiously diverse and known for its beauty and the hospitality of its people. It breaks my heart to see their cries being ignored and now they're paying the price.. By dying. It also kills me to see children like Omran who's 5, to be born only knowing Syria as it is during the war and not as how amazing as it was. Countries like the US, the UK, and other countries play a major role on stirring up all the violence, and the innocents end up being the victims. On top of that, if they want to claim asylum in some European countries or the US, they're labeled as terrorists... What kind of bullshit is that coming from such paranoid and ignorant people. WAKE UP FOR GOD'S SAKE",Hateful,Behavior,,,,
741,U.S. Military Vows To Protect Muslim Americans Using Hashtag #IWillProtectYou,video,"shameful propaganda AJ+ and moralistic gibberish. Our military has turned many an Iraqi or Afghan household upside down, often at the hands of a lying informant, and yet here we are, shivering in our shoes, over political blather. We, nor you, have any moral high ground on these matters. And neither does the enemy for that point too! There is a lot wrong with the world, that is not getting solved by video propaganda such as this.  ...nor by narcissistic hashtags!",Hateful,Towards AJ+,,,,
799,U.S. Military Vows To Protect Muslim Americans Using Hashtag #IWillProtectYou,video,"Very hypocritical for AJ+ and other media outlets to report on this as though their fear mongering wasn't what scared this family and this little girl. 

The news has become an entertainment business: To get your ratings and your views you make the most sensationalized story you can - and you're hurting people in the process.",Hateful,Towards AJ+,Accusations,,,
820,U.S. Military Vows To Protect Muslim Americans Using Hashtag #IWillProtectYou,video,"aj+ supports only muslims and isis. prove me wrong. 
pro tip:you cant",Hateful,Towards AJ+,Terrorism,Accusations,,
994,12-Year-Old Palestinian Girl Freed From Israeli Prison,video,aj+ stop with your lies and say to the world why this little terrorist held in prison,Hateful,Towards AJ+,Accusations,,,
2101,"4 Palestinians, 4 Israelis Killed \u2013 Start Of The Third Intifada?",video,"Wow, AJ+ once again portraying murdering muslim terrorists as the victims. Those poor Palestinian ""teens"" murdered four people and injured many more, including a toddler. You scumbags are not even trying to hide your raging antisemitism and islamist-apologetics.",Hateful,Towards AJ+,Accusations,,,
2997,Fighting Surveillance With Fashion,video,Lmao fuck off AJ+,Hateful,Towards AJ+,,,,
3484,"Feeding someone to a crocodile, murdering a justice department worker - the explosive allegations of a former assassin in the Philippines.",post,"What an ass AJ! I was following you for quite a while now and with this one Im doubtful of the things I had been reading from you  about other countries since this one now, I know personally is a hoax judgmental no basis reporting. Sort your stuff before reporting hey, seriously! You have no idea what you are reporting.",Hateful,Towards AJ+,,,,
3618,"Feeding someone to a crocodile, murdering a justice department worker - the explosive allegations of a former assassin in the Philippines.",post,"Matobato is telling lies. AJ+, you could do better. Stop selling lies. Where's the credibility in your journalism? Is what you're doing an uneducated or bad journalism? Are you really educated enough to do this? Or you just love the money you get for this? 'Wag niyong hilahin pababa ang aming presidente at ang aming bansa. Research. You have to understand our language. Have you watched the full video of senate hearing?",Hateful,Towards AJ+,Accusations,,,
2803,Chicago School Teacher Bullied And Tormented By Students,video,"And here's the people who usually get shot by police officers, fuck these students and deserve to get their ass whooped",Hateful,Behavior,Promoting violence,,,
3669,"Feeding someone to a crocodile, murdering a justice department worker - the explosive allegations of a former assassin in the Philippines.",post,"Wow.. Thanks AJ+ for ruining your very own credibility by showing a one sided story. If this is a part of your propaganda to destroy our loved president, then you might just wanna go ahead and fys... It wont happen man... #DU30 #biased",Hateful,Towards AJ+,Accusations,,,
3676,"Feeding someone to a crocodile, murdering a justice department worker - the explosive allegations of a former assassin in the Philippines.",post,"THIS IS A FAKE WITNESS. proven and tested by the senators during the senatorial hearing. smh. AJ+ you are obviously paid for this to destroy our president's, worse our country's image. WHO ARE YOU????",Hateful,Towards AJ+,Accusations,,,
5393,No third-party candidate has been in a national debate since 1992. What's up with that?,post,"90 minutes is barely enough time to conduct a debate between the people who have a chance to win. 

Including attention-seeking flakes with minuscule support simply muddies the waters we need to peer through to make the real choice. 

Why doesn't AJ+ busy itself with the lack of representative government in Qatar, rather than trying to screw up our republic all the time?",Hateful,Towards AJ+,Accusations,,,
6622,"What would Mark Zuckerberg and Shah Rukh Khan look like if they were shot in the face by pellet guns in Kashmir?

Correction: Pellet guns are being used in Kashmir by the Central Reserve Police Force, and not the Indian army. A spokesperson for the Indian army has said they back the use of pellet guns as the “least lethal” option.",post,"heavily biased reporting! wani was a TERRORIST who used social media to get youths to join him. thoroughly disappointed by AJ+. and if you are blind enough to ignore all the ""separatist rebels"" attacking the army then you definitely deserve being a part of pakistan and enjoy ""freedom"" there.",Hateful,Towards AJ+,Accusations,,,
7997,"“Black boys are bad. Muslims are terrorists. White people are racists.”

Stop what you're doing and watch these fourth graders tell you the lies they've heard about themselves.",post,"AJ+ saying ""all white people are racist"" is a lie? AJ+ normally pushes a racist agenda against whites, this is unexpected. Too bad it falls upon deaf ears as their bigoted fans spew their racist lies about whites and myths like white privilege. Rather than own up to the fact that THEIR bigotry hurts white people just like the racist stereotypes of other races hurt them, they cower behind lies, hate groups like Black Lives Matter, and blaming everything on one man that is nowhere near racist. AJ+, you had a decent start with actually admitting the prejudice towards whites exist, but then you biffed it by ignoring the problem and turning to blame it all on Trump, which is racist and ignorant. Media sources like you are far more racist and bigoted than Trump has ever been. He may be an idiot, but blaming everything on him and ignoring the racism and corruption of Hillary and the left, is downright ignorant.",Hateful,Towards AJ+,Accusations,,,
15803,Dallas is in shock after snipers killed at least 4 police officers.,post,its not time to write about coppers!!!!especially now!  are u real???? we shouldnt shadow the killing of black people...and that what they  are trying to do .......thats why they put a black police officer to speak!  absolutely disgraceful! put the headlines back forthe innocent victims that police officers killed this year!!!its not 11...its more than 111....from the hands of the police terrorists!,Hateful,Towards law enforcement,Accusations,,,
9771,Netanyahu just said that people who are against illegal settlements are fans of ethnic cleansing. For real.,post,"I fully agree with this statements Netanyahu made in this clip. It's unacceptable that in order to create a Palestinian state, it would have to be Judenrein. AJ+can brainwash people as much as it wants. It does not change the fact that an Palestinian state should be willing to integrate Jewish people into it.",Hateful,Towards AJ+,Accusations,,,
9994,The pope speaks about forgiveness.,post,"AJ+ you are hypocrite. You would post a video about forgiveness and another video that entices, and encouraged hate. So Hillary lost, get over it. When Obama won, you didnt see a mass rally of conservatives breaking windows, burning cars, and beating up innocent bystanders while yelling peace, intolerance and equality, did you?",Hateful,Towards AJ+,Accusations,,,
10453,America will give Israel $38 billion in military aid in 10 years. Could that money be used at home?,post,"Oh... This is total bullshit.
Israel is not using weapons to give genocide to Israel, but as self-defense.
So what if America gives aid to Israel?! It's their problem. Of course, they should spend it on America's needs.
**** you AJ+ for spreading lies.",Hateful,Towards AJ+,Accusations,,,
11131,"Van Jones delivered a raw and emotional commentary on Donald Trump's win.

And now some are calling for his resignation.",post,"neither AJ, nor CNN has the credibility to have an opinion on Trump, when CNN was proven to rig both the Primary debates against Bernie as well as the presidential debate against trump, AJ is funded by the same people that fund Wahabbist extremists,",Hateful,Towards AJ+,Terrorism,Accusations,,
11148,"Van Jones delivered a raw and emotional commentary on Donald Trump's win.

And now some are calling for his resignation.",post,"AJ+ is so butthurt. And yes, this guys comments are racist and he should be removed from his post. Blatant racism. If people used the term ""blacklash"" to describe Obama being elected everyone would have lost their minds.",Hateful,Towards AJ+,,,,
11315,"Guess how many times President Trump went golfing this year? Guess how many times Obama, Bush and Clinton did?",post,AJ talk to me when Donald Trump ads 9 trillion to the deficit until then take that hand that you have free and stick it up your ass 👌🏼,Hateful,Towards AJ+,,,,
